facility_name,site_code,operator_name,operator_parent,country,metro,city,address,it_capacity_mw,colo_cages,private_cabinets,partial_cabinets,bare_metal,remote_hands,public_cloud,certifications,leaseable_signal,nearest_facilities,operator_website,facility_url,datacenters_com_url,cloudscene_url,relevance_score,relevance_reason,tags,confidence,exclude_from_outreach,scraped_at,source_url,notes
Sonda Ativas,,Sonda S.A.,,Brazil,Belo Horizonte,90 Belo Horizonte,"Agenério de Araújo st. , 20 Camargos",,True,True,True,True,True,True,,Yes,Century CEM-DC01 (5.39 km); VSP Solution Belo Horizonte (6.22 km); Master da Web (9.16 km); GOX DATA CENTER LTDA (60.79 km); NETWISE EMPRESAS (158.63 km),https://www.datacentermap.com/visit/datacenter/ativas-datacenter-sa/,https://www.datacentermap.com/brazil/belo-horizonte/ativas-datacenter-sa/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:10:42Z,https://www.datacentermap.com/brazil/belo-horizonte/ativas-datacenter-sa/,"Operator HQ: Santiago, Chile. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
VSP Solution Belo Horizonte,,VSP Solution,,Brazil,Belo Horizonte,10Belo Horizonte,"Av. Raja Gabáglia, 3348 - Estoril",,False,True,True,True,True,True,,Yes,Master da Web (4.22 km); Sonda Ativas (6.22 km); Century CEM-DC01 (11.59 km); GOX DATA CENTER LTDA (65.96 km); NETWISE EMPRESAS (164.25 km),https://www.datacentermap.com/visit/datacenter/valspe/,https://www.datacentermap.com/brazil/belo-horizonte/valspe/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:10:59Z,https://www.datacentermap.com/brazil/belo-horizonte/valspe/,"Operator HQ: Belo Horizonte, Minas Gerais. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Armazem DC Brusque,,Armazém Cloud,,Brazil,Blumenau,Brusque,"R. Atílio Battistoti, 199 - Azambuja",,False,True,True,False,True,False,,Yes,Unifique Timbó DC1 (47.58 km); Avato Joinville (94.14 km); Armazem DC Joinville (96.36 km); NextStream Curitiba (184.08 km); Hunti CTA1 (187.12 km),https://www.datacentermap.com/visit/datacenter/armazem-dc-brusque/,https://www.datacentermap.com/brazil/blumenau/armazem-dc-brusque/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:03Z,https://www.datacentermap.com/brazil/blumenau/armazem-dc-brusque/,"Operator HQ: Brusque, Brazil. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
Unifique Timbó DC1,,Unifique,,Brazil,Blumenau,Timbó,"R. Duque de Caxias, 831 - Centro",,True,True,True,False,True,False,Tier 3,Yes,Armazem DC Brusque (47.58 km); Avato Joinville (74.72 km); Armazem DC Joinville (75.03 km); NextStream Curitiba (147.52 km); Cirion CUR1 (150.4 km),https://www.datacentermap.com/visit/datacenter/unifique-timb-dc1/,https://www.datacentermap.com/brazil/blumenau/unifique-timb-dc1/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:08Z,https://www.datacentermap.com/brazil/blumenau/unifique-timb-dc1/,"Operator HQ: Timbó, Brazil. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Remote Hands."
Engetronics Brasilia,,ENGETRONICS INTERNET DATACENTER,,Brazil,Brasilia,05Brasilia,"Setor Hoteleiro Norte, Qd 2 Bl H",,False,True,True,True,True,True,,Yes,Elea BSB1 (0.14 km); PIX G8 Brasilia (0.54 km); IDC Centro (1.33 km); NWI Datacenter Brasília SIG (2.57 km); Elea BSB2 (2.7 km),https://www.datacentermap.com/visit/datacenter/engetronics-brasilia/,https://www.datacentermap.com/brazil/brasilia/engetronics-brasilia/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:37Z,https://www.datacentermap.com/brazil/brasilia/engetronics-brasilia/,"Operator HQ: Brasilia, DF. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Hasest SIA,,Hasest,,Brazil,Brasilia,Brasilia,"SIA Trecho 05, Lotes 05/35",,True,True,True,True,True,True,,Yes,Elea BSB2 (4.24 km); NWI Datacenter Brasília SIG (4.33 km); IDC Centro (5.9 km); Sitelbra Data Center (6.36 km); PIX G8 Brasilia (6.5 km),https://www.datacentermap.com/visit/datacenter/hasest-sia/,https://www.datacentermap.com/brazil/brasilia/hasest-sia/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:47Z,https://www.datacentermap.com/brazil/brasilia/hasest-sia/,"Operator HQ: Brasilia, DF. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
NWI Datacenter Brasília SIG,,NWI,,Brazil,Brasilia,Brasília,SIG Quadra 1 Lote 725,,True,True,True,True,True,True,,Yes,Elea BSB2 (0.32 km); IDC Centro (1.75 km); PIX G8 Brasilia (2.19 km); Engetronics Brasilia (2.57 km); Elea BSB1 (2.67 km),https://www.datacentermap.com/visit/datacenter/nwi-brasilia/,https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:58Z,https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/,"Operator HQ: Brasília, DF. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
IDC Centro,,Reitec Fibra,,Brazil,Brasilia,00Brasília,SRTVS 701 Bloco O 2 andar,,True,True,True,True,True,True,,Yes,Engetronics Brasilia (1.33 km); PIX G8 Brasilia (1.33 km); Elea BSB1 (1.46 km); NWI Datacenter Brasília SIG (1.75 km); Elea BSB2 (2 km),https://www.datacentermap.com/visit/datacenter/idc-centro/,https://www.datacentermap.com/brazil/brasilia/idc-centro/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:11:54Z,https://www.datacentermap.com/brazil/brasilia/idc-centro/,"Operator HQ: Brasília, Distrito Federal. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Sitelbra Data Center,,Sitelbra,,Brazil,Brasilia,30Brasília,"SOFN Quadra 1, Conjunto C, Lote 9-12",,True,True,True,True,True,True,Tier 3; PCI-DSS; ISO 27001,Yes,Serpro Brasilia (4.22 km); Elea BSB2 (4.89 km); NWI Datacenter Brasília SIG (5.21 km); PIX G8 Brasilia (5.64 km); Elea BSB1 (6.13 km),https://www.datacentermap.com/visit/datacenter/sitelbra-data-center/,https://www.datacentermap.com/brazil/brasilia/sitelbra-data-center/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:12:11Z,https://www.datacentermap.com/brazil/brasilia/sitelbra-data-center/,"Operator HQ: Brasilia, DF. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Hostzone CGE1,,Hostzone,,Brazil,Campina Grande,Campina Grande,"_within R. Paulo de Frontin, Campina Grande_",,False,True,True,True,True,True,,Yes,,https://www.datacentermap.com/visit/datacenter/hostzone-cge1/,https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:12:15Z,https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/,"Operator HQ: João Pessoa, PB. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Edge Connection - CPS01,,Edge Connection,,Brazil,Campinas,22Campinas,"Rua Angelo Sellin, 401",,True,True,True,True,True,True,Tier 3,Yes,UPX Campinas Data Center (1.2 km); Scala Data Centers SVCPCP01 (7.33 km); Scala Data Centers Campinas Campus (7.35 km); Scala Data Centers SVCPCP03 (7.35 km); Scala Data Centers SVCPCP02 (7.35 km),https://www.datacentermap.com/visit/datacenter/edge-connection--cps01/,https://www.datacentermap.com/brazil/campinas/edge-connection--cps01/,,,2,Small/standalone commercial colo outside priority metros.,"Colo, Edge",High,False,2026-08-07T20:13:53Z,https://www.datacentermap.com/brazil/campinas/edge-connection--cps01/,"Operator HQ: Campinas, São Paulo. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Sencinet Hortolândia,,Sencinet,,Brazil,Campinas,Hortolândia,"Rodovia Jornalista Francisco Aguirre Proença, KM 9",,True,True,True,False,True,True,,Yes,Kyndryl Hortolandia (0.54 km); ODATA SP02 DC1 (1.13 km); ODATA SP02 Campus (1.25 km); ODATA SP02 DC2 (1.26 km); Ascenty - Hortolandia HTL6 (2.41 km),https://www.datacentermap.com/visit/datacenter/sencinet-brazil/,https://www.datacentermap.com/brazil/campinas/sencinet-brazil/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:14:49Z,https://www.datacentermap.com/brazil/campinas/sencinet-brazil/,"Operator HQ: Sao Pauli, Brazil. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers."
TIP Brasil Campinas,,TIP Brasil,,Brazil,Campinas,Campinas,"R. Miguel Pascoal, 104 - Jardim do Trevo",10.0,True,True,True,False,False,False,,Yes,Local DC Campinas (1.37 km); UPX Campinas Data Center (10.82 km); Scala Data Centers SVCPCP01 (11.36 km); Scala Data Centers SVCPCP02 (11.39 km); Scala Data Centers SVCPCP03 (11.39 km),https://www.datacentermap.com/visit/datacenter/tip-brasil-campinas/,https://www.datacentermap.com/brazil/campinas/tip-brasil-campinas/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:14:57Z,https://www.datacentermap.com/brazil/campinas/tip-brasil-campinas/,"Operator HQ: , Brazil. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets."
UPX Campinas Data Center,,UPX Technologies,,Brazil,Campinas,Campinas,"Rua Guapuruvu, 200 - Lot. Alphaville",,True,True,True,True,True,True,,Yes,Edge Connection - CPS01 (1.2 km); Scala Data Centers SVCPCP01 (6.58 km); Scala Data Centers SVCPCP02 (6.61 km); Scala Data Centers SVCPCP03 (6.61 km); Scala Data Centers Campinas Campus (6.61 km),https://www.datacentermap.com/visit/datacenter/upx-campinas/,https://www.datacentermap.com/brazil/campinas/upx-campinas/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:15:10Z,https://www.datacentermap.com/brazil/campinas/upx-campinas/,"Operator HQ: Campinas, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
NICNET - Cravinhos - Data Center,,Nicnet Telecom Ltda,,Brazil,Cravinhos,00Cravinhos,Rua Cesário Motta 231,,True,True,True,True,True,False,,Yes,Convex IDC Ribeirão Preto (18.6 km); Insidesign Ribeirao Data Center (20.7 km); SKY Brasil - Jaguariúna (167.97 km); CloudHQ GRU6 (172.17 km); CloudHQ GRU Campus (172.29 km),https://www.datacentermap.com/visit/datacenter/nicnet-cravinhos-data-center/,https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:15:40Z,https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/,"Operator HQ: Cravinhos, São Paulo. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers."
CWB-HN 01,,Hosting Now,,Brazil,Curitiba,50Curitiba,Rua Brasílio Itiberê 2217,,False,True,True,True,True,True,,Yes,Vivo Curitiba Data Center (1.47 km); Hunti CTA1 (2.81 km); Elea CTA1 (2.81 km); NextStream Curitiba (8.4 km); Cirion CUR1 (8.92 km),https://www.datacentermap.com/visit/datacenter/cwbhn-01/,https://www.datacentermap.com/brazil/curitiba/cwbhn-01/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:15:49Z,https://www.datacentermap.com/brazil/curitiba/cwbhn-01/,"Operator HQ: , Brazil. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Serpro Brasilia,,Serpro,,Brazil,Brasilia,Brasília,_within Parque Tecnologico Biotic_,12.0,False,False,False,False,False,False,,No,,https://www.datacentermap.com/visit/datacenter/serpro-brasilia/,https://www.datacentermap.com/brazil/brasilia/serpro-brasilia/,,,1,Captive government/military site with no public colocation footprint.,"GovCaptive, AIMention",Med,True,2026-08-07T20:12:07Z,https://www.datacentermap.com/brazil/brasilia/serpro-brasilia/,"Operator HQ: Brasília, Brazil."
COPE-P Brasilia,,Telebras,,Brazil,Brasilia,Brasília,St. de Habitações Individuais Sul,,False,False,False,False,False,False,,No,IDC Centro (6.75 km); NWI Datacenter Brasília SIG (7.47 km); Elea BSB2 (7.78 km); Engetronics Brasilia (7.81 km); Elea BSB1 (7.93 km),https://www.datacentermap.com/visit/datacenter/cope-p/,https://www.datacentermap.com/brazil/brasilia/cope-p/,,,1,Captive government/military site with no public colocation footprint.,GovCaptive,Med,True,2026-08-07T20:11:25Z,https://www.datacentermap.com/brazil/brasilia/cope-p/,"Operator HQ: Brasília, Brazil."
Ascenty Sumare Campus,,Ascenty Data Centers,,Brazil,Campinas,Sumaré,"Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)",20.0,False,False,False,False,False,False,,Unclear,,https://www.datacentermap.com/visit/datacenter/ascenty-sumare-campus/,https://www.datacentermap.com/brazil/campinas/ascenty-sumare-campus/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:12:49Z,https://www.datacentermap.com/brazil/campinas/ascenty-sumare-campus/,"Operator HQ: Vinhedo, Sao Paulo."
CloudHQ GRU Campus,,CloudHQ,,Brazil,Campinas,0Paulínia,Parque das Indústrias,48.0,False,False,False,False,False,False,,Unclear,,https://www.datacentermap.com/visit/datacenter/cloudhq-gru-campus/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru-campus/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:13:11Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru-campus/,"Operator HQ: Washington, District of Columbia."
CloudHQ GRU4,GRU4,CloudHQ,,Brazil,Campinas,Paulínia,Parque das Indústrias,48.0,False,False,False,False,False,False,,Unclear,CloudHQ GRU6 (0.21 km); CloudHQ GRU5 (0.22 km); CloudHQ GRU3 (0.24 km); CloudHQ GRU Campus (0.38 km); CloudHQ GRU2 (0.55 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru4/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru4/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:13:40Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru4/,"Operator HQ: Washington, District of Columbia."
CloudHQ GRU5,GRU5,CloudHQ,,Brazil,Campinas,Paulínia,Parque das Indústrias,48.0,False,False,False,False,False,False,,Unclear,CloudHQ GRU6 (0.16 km); CloudHQ GRU4 (0.22 km); CloudHQ GRU3 (0.45 km); CloudHQ GRU Campus (0.59 km); CloudHQ GRU2 (0.76 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru5/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru5/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:13:45Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru5/,"Operator HQ: Washington, District of Columbia."
CloudHQ GRU6,GRU6,CloudHQ,,Brazil,Campinas,Paulínia,Parque das Indústrias,48.0,False,False,False,False,False,False,,Unclear,CloudHQ GRU5 (0.16 km); CloudHQ GRU4 (0.21 km); CloudHQ GRU3 (0.42 km); CloudHQ GRU Campus (0.52 km); CloudHQ GRU2 (0.72 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru6/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru6/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:13:49Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru6/,"Operator HQ: Washington, District of Columbia."
SKY Brasil - Jaguariúna,,SKY Brasil,,Brazil,Campinas,Jaguariúna,"Rod. SP-340 Km133,10",,False,False,False,False,False,False,,Unclear,CloudHQ GRU5 (12.59 km); CloudHQ GRU6 (12.61 km); CloudHQ GRU4 (12.8 km); CloudHQ GRU3 (13.03 km); CloudHQ GRU Campus (13.12 km),https://www.datacentermap.com/visit/datacenter/sky-brasil-jaguarina/,https://www.datacentermap.com/brazil/campinas/sky-brasil-jaguarina/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",,Med,True,2026-08-07T20:14:53Z,https://www.datacentermap.com/brazil/campinas/sky-brasil-jaguarina/,"Operator HQ: São Paulo, Brazil."
Scala Data Centers SVCPCP03,,Scala Data Centers,,Brazil,Campinas,Campinas,_within Campinas_,,True,False,False,False,False,False,,Yes,,https://www.datacentermap.com/visit/datacenter/scala-data-centers-svcpcp03/,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp03/,,,1,Duplicate listing of an already-captured site (campus noise).,"Colo, MultiSiteOperator",High,True,2026-08-07T20:14:40Z,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp03/,"Duplicate of https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/. Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages."
Tether Angélica,,Tether Limited Inc.,,Brazil,Campo Grande,Angélica,"Est. Angélica/BR 267, Km14 - S/N",,False,False,False,False,False,False,,Unclear,Tether Ivinhema (40.23 km); R4 Data Center (248.42 km); GetTI Data Center (248.76 km); RGK4IT Data Center (252.97 km); MiniDC MCR1 (281.93 km),https://www.datacentermap.com/visit/datacenter/tether-angelica/,https://www.datacentermap.com/brazil/campo-grande/tether-angelica/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:15:19Z,https://www.datacentermap.com/brazil/campo-grande/tether-angelica/,"Operator HQ: , El Salvador."
Tether Ivinhema,,Tether Limited Inc.,,Brazil,Campo Grande,Ivinhema,Rod. Paulo Rodrigues Santos,12.0,False,False,False,False,False,False,,Unclear,Tether Angélica (40.23 km); R4 Data Center (230 km); GetTI Data Center (230.37 km); RGK4IT Data Center (234.23 km); MiniDC MCR1 (241.76 km),https://www.datacentermap.com/visit/datacenter/tether-ivinhema/,https://www.datacentermap.com/brazil/campo-grande/tether-ivinhema/,,,1,"Commercial status unclear; no public colo/wholesale signal, outside priority metro.",MultiSiteOperator,Med,True,2026-08-07T20:15:23Z,https://www.datacentermap.com/brazil/campo-grande/tether-ivinhema/,"Operator HQ: , El Salvador."
