facility_name,site_code,operator_name,operator_parent,country,metro,city,address,it_capacity_mw,colo_cages,private_cabinets,partial_cabinets,bare_metal,remote_hands,public_cloud,certifications,leaseable_signal,nearest_facilities,operator_website,facility_url,datacenters_com_url,cloudscene_url,relevance_score,relevance_reason,tags,confidence,exclude_from_outreach,scraped_at,source_url,notes
EdgeConneX Santiago - SCL04,SCL04,EdgeConneX,,Chile,Santiago,7Colina,Carretera General San Martin 8400,,True,True,True,False,True,True,,Yes,EdgeConneX Santiago - SCL03 (0.09 km); EdgeConneX Santiago Campus (0.18 km); EdgeConnex Santiago - SCL01 (0.18 km); EdgeConneX Santiago - SCL02 (0.27 km); ODATA ST01 (2.34 km),https://www.datacentermap.com/visit/datacenter/edgeconnex-santiago-scl04/,https://www.datacentermap.com/chile/santiago/edgeconnex-santiago-scl04/,https://www.datacenters.com/providers/edgeconnex/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Wholesale, Colo, Edge, Hyperscale, MultiSiteOperator",High,False,2026-08-08T00:17:16Z,https://www.datacentermap.com/chile/santiago/edgeconnex-santiago-scl04/,"Operator HQ: Herndon, Virginia. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
EdgeConnex Santiago - SCL01,,EdgeConneX,,Chile,Santiago,7 Colina,Carretera General San Martin 8400,,True,True,True,False,True,True,,Yes,EdgeConneX Santiago Campus (0 km); EdgeConneX Santiago - SCL03 (0.09 km); EdgeConneX Santiago - SCL02 (0.09 km); EdgeConneX Santiago - SCL04 (0.18 km); ODATA ST01 (2.51 km),https://www.datacentermap.com/visit/datacenter/edgeconnex-scl01/,https://www.datacentermap.com/chile/santiago/edgeconnex-scl01/,https://www.datacenters.com/providers/edgeconnex/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Wholesale, Colo, Edge, Hyperscale, MultiSiteOperator",High,False,2026-08-08T00:24:33Z,https://www.datacentermap.com/chile/santiago/edgeconnex-scl01/,"Operator HQ: Herndon, Virginia. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
EdgeConneX Santiago - SCL02,,EdgeConneX,,Chile,Santiago,7Colina,Carretera General San Martin 8400,,True,True,True,False,True,True,,Yes,EdgeConneX Santiago Campus (0.09 km); EdgeConnex Santiago - SCL01 (0.09 km); EdgeConneX Santiago - SCL03 (0.18 km); EdgeConneX Santiago - SCL04 (0.27 km); ODATA ST01 (2.6 km),https://www.datacentermap.com/visit/datacenter/edgeconnex-scl02/,https://www.datacentermap.com/chile/santiago/edgeconnex-scl02/,https://www.datacenters.com/providers/edgeconnex/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Wholesale, Colo, Edge, Hyperscale, MultiSiteOperator",High,False,2026-08-08T00:25:55Z,https://www.datacentermap.com/chile/santiago/edgeconnex-scl02/,"Operator HQ: Herndon, Virginia. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix ST1,ST1,Equinix,,Chile,Santiago,9 Pudahuel,"Avenida los Vientos, 20239",7.5,True,True,True,False,True,False,,Yes,Equinix ST2 (0 km); Equinix ST5 (6.01 km); Amazon AWS SCL - Hurtado (12.52 km); ODATA ST02 (16.07 km); GTD Panamericana (16.54 km),https://www.datacentermap.com/visit/datacenter/equinix-st1/,https://www.datacentermap.com/chile/santiago/equinix-st1/,https://www.datacenters.com/providers/equinix/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:26:47Z,https://www.datacentermap.com/chile/santiago/equinix-st1/,"Operator HQ: Redwood City, California. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix ST2,ST2,Equinix,,Chile,Santiago,9 Pudahuel,"Avenida los Vientos, 20239",7.5,True,True,True,False,True,False,,Yes,Equinix ST1 (0 km); Equinix ST5 (6.01 km); Amazon AWS SCL - Hurtado (12.52 km); ODATA ST02 (16.07 km); GTD Panamericana (16.54 km),https://www.datacentermap.com/visit/datacenter/equinix-st2/,https://www.datacentermap.com/chile/santiago/equinix-st2/,https://www.datacenters.com/providers/equinix/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:49:36Z,https://www.datacentermap.com/chile/santiago/equinix-st2/,"Operator HQ: Redwood City, California. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix ST3,ST3,Equinix,,Chile,Santiago,of 105,Pasaje Nueva Amunategui 26,7.5,True,True,False,False,False,False,,Yes,NextStream San Martin (0.17 km); GTD Huerfanos (0.58 km); GTD Moneda (0.63 km); Sonda Teatinos (0.68 km); IFX Phillips (0.96 km),https://www.datacentermap.com/visit/datacenter/equinix-st3/,https://www.datacentermap.com/chile/santiago/equinix-st3/,https://www.datacenters.com/providers/equinix/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:36:00Z,https://www.datacentermap.com/chile/santiago/equinix-st3/,"Operator HQ: Redwood City, California. Services offered: Suites, Cages, Private Cabinets. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix ST4,ST4,Equinix,,Chile,Santiago,0 San Pedro,"Ruta 66, Camino de la Fruta",,True,True,False,False,False,False,,Yes,NextStream Paine (62.28 km); Amazon AWS SCL - Hurtado (70.23 km); Equinix ST1 (76.01 km); Equinix ST2 (76.01 km); ODATA ST02 (79.46 km),https://www.datacentermap.com/visit/datacenter/equinix-st4/,https://www.datacentermap.com/chile/santiago/equinix-st4/,https://www.datacenters.com/providers/equinix/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:36:11Z,https://www.datacentermap.com/chile/santiago/equinix-st4/,"Operator HQ: Redwood City, California. Services offered: Suites, Cages, Private Cabinets. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix ST5,,Equinix,,Chile,Santiago,0 Pudahuel,Av. la Oración,,True,True,False,False,False,False,,Yes,Equinix ST1 (6.01 km); Equinix ST2 (6.01 km); GTD Panamericana (10.73 km); NextStream San Martin (12.04 km); Equinix ST3 (12.2 km),https://www.datacentermap.com/visit/datacenter/equinix-st5/,https://www.datacentermap.com/chile/santiago/equinix-st5/,https://www.datacenters.com/providers/equinix/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:36:53Z,https://www.datacentermap.com/chile/santiago/equinix-st5/,"Operator HQ: Redwood City, California. Services offered: Cages, Private Cabinets. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Holanda,,GTD Chile,,Chile,Santiago,6Providencia,Av. Holanda 65,,True,True,True,False,True,False,,Yes,IPXON Santiago (0.49 km); Latincloud Santiago (0.49 km); IFX Elbosque (0.49 km); Databyte Santiago (0.86 km); Intercity Datacenter (1.12 km),https://www.datacentermap.com/visit/datacenter/gtd-av-holanda/,https://www.datacentermap.com/chile/santiago/gtd-av-holanda/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:49:43Z,https://www.datacentermap.com/chile/santiago/gtd-av-holanda/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Huerfanos,,GTD Chile,,Chile,Santiago,9th Floor,Huérfanos 1117,,True,True,True,False,True,False,,Yes,Sonda Teatinos (0.33 km); IFX Phillips (0.39 km); GTD Moneda (0.4 km); GTD Lidice II (0.57 km); Equinix ST3 (0.58 km),https://www.datacentermap.com/visit/datacenter/gtd-huerfanos/,https://www.datacentermap.com/chile/santiago/gtd-huerfanos/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:54:24Z,https://www.datacentermap.com/chile/santiago/gtd-huerfanos/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Lidice I,,GTD Chile,,Chile,Santiago,3Santiago,Lidice 814,,True,True,True,False,True,False,Tier 3,Yes,GTD Lidice II (0.03 km); IFX Phillips (0.23 km); GTD Huerfanos (0.58 km); Sonda Teatinos (0.68 km); GTD Moneda (0.75 km),https://www.datacentermap.com/visit/datacenter/gtd-lidice-i/,https://www.datacentermap.com/chile/santiago/gtd-lidice-i/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:55:46Z,https://www.datacentermap.com/chile/santiago/gtd-lidice-i/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Lidice II,,GTD Chile,,Chile,Santiago,3Santiago,Lidice 652,,True,True,True,False,True,False,Tier 3,Yes,GTD Lidice I (0.03 km); IFX Phillips (0.23 km); GTD Huerfanos (0.57 km); Sonda Teatinos (0.66 km); GTD Moneda (0.75 km),https://www.datacentermap.com/visit/datacenter/gtd-lidice-ii/,https://www.datacentermap.com/chile/santiago/gtd-lidice-ii/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:49:51Z,https://www.datacentermap.com/chile/santiago/gtd-lidice-ii/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Moneda,,GTD Chile,,Chile,Santiago,832 0254 Santiago,Moneda 920,,True,True,True,False,True,False,,Yes,GTD Huerfanos (0.4 km); Anacondaweb Santiago (0.42 km); Entel Central (0.43 km); IFX Phillips (0.52 km); Equinix ST3 (0.63 km),https://www.datacentermap.com/visit/datacenter/gtd-moneda/,https://www.datacentermap.com/chile/santiago/gtd-moneda/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T01:11:34Z,https://www.datacentermap.com/chile/santiago/gtd-moneda/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Panamericana,,GTD Chile,,Chile,Santiago,5 Santiago,Av. Pdte. Eduardo Frei Montalva 3615,8.0,True,True,True,False,True,False,,Yes,Scala Data Centers SSCLHB01 (3.5 km); Amazon AWS SCL - Huechuraba (3.5 km); Scala Data Centers SSCLHB02 (3.51 km); Cirion SAN1 (4.43 km); Google Quilicura Data Center 2 (4.44 km),https://www.datacentermap.com/visit/datacenter/gtd-panamericana/,https://www.datacentermap.com/chile/santiago/gtd-panamericana/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:49:58Z,https://www.datacentermap.com/chile/santiago/gtd-panamericana/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Providencia,,GTD Chile,,Chile,Santiago,750 0644Providencia,Eliodoro Yáñez 996,,True,True,True,False,True,False,,Yes,HostingPlus Chile (0.92 km); Intercity Datacenter (1.13 km); S&A Chile (1.33 km); Datacenter PowerHost IXMetro (1.6 km); InterNexa Santiago (1.83 km),https://www.datacentermap.com/visit/datacenter/gtd-providencia/,https://www.datacentermap.com/chile/santiago/gtd-providencia/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:50:05Z,https://www.datacentermap.com/chile/santiago/gtd-providencia/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IFX Elbosque,,IFXNetworks,,Chile,Santiago,8Santiago,Av. El Bosque Sur 90,,False,True,True,True,True,True,,Yes,Latincloud Santiago (0 km); IPXON Santiago (0 km); GTD Holanda (0.49 km); Databyte Santiago (0.86 km); InterNexa Santiago (1.53 km),https://www.datacentermap.com/visit/datacenter/ifx-elbosque/,https://www.datacentermap.com/chile/santiago/ifx-elbosque/,https://www.datacenters.com/providers/ifx-networks/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:50:42Z,https://www.datacentermap.com/chile/santiago/ifx-elbosque/,"Operator HQ: Bogota, Colombia. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IFX Magnus I,,IFXNetworks,,Chile,Santiago,2Santiago,"Avenida del Valle # 928, Oficina 101",,False,True,True,True,True,True,,Yes,UFINET Magnus I (0.01 km); UFINET Magnus II (0.05 km); IPXON Santiago (3.8 km); Latincloud Santiago (3.8 km); IFX Elbosque (3.8 km),https://www.datacentermap.com/visit/datacenter/ifx-magnus-i/,https://www.datacentermap.com/chile/santiago/ifx-magnus-i/,https://www.datacenters.com/providers/ifx-networks/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:50:49Z,https://www.datacentermap.com/chile/santiago/ifx-magnus-i/,"Operator HQ: Bogota, Colombia. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IFX Phillips,,IFXNetworks,,Chile,Santiago,5Santiago,Calle Phillips # 15 Piso 2,,False,True,True,True,True,True,,Yes,GTD Lidice II (0.23 km); GTD Lidice I (0.23 km); GTD Huerfanos (0.39 km); GTD Moneda (0.52 km); Sonda Teatinos (0.59 km),https://www.datacentermap.com/visit/datacenter/ifx-phillips/,https://www.datacentermap.com/chile/santiago/ifx-phillips/,https://www.datacenters.com/providers/ifx-networks/data-center-locations,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:50:56Z,https://www.datacentermap.com/chile/santiago/ifx-phillips/,"Operator HQ: Bogota, Colombia. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IPXON Santiago,,IPXON Networks,,Chile,Santiago,8Santiago de Chile,Av. El Bosque Sur 90,,False,True,True,False,True,False,,Yes,IFX Elbosque (0 km); Latincloud Santiago (0 km); GTD Holanda (0.49 km); Databyte Santiago (0.86 km); InterNexa Santiago (1.53 km),https://www.datacentermap.com/visit/datacenter/ipxon-santiago1/,https://www.datacentermap.com/chile/santiago/ipxon-santiago1/,https://www.datacenters.com/providers/ipxon-networks,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:51:33Z,https://www.datacentermap.com/chile/santiago/ipxon-santiago1/,"Operator HQ: Cordoba, Cordoba. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
InterNexa Santiago,,InterNexa,,Chile,Santiago,8Providencia,1380 Avenida Los Leones,,True,True,True,False,True,False,,Yes,Databyte Santiago (0.72 km); S&A Chile (0.86 km); Intercity Datacenter (0.96 km); GTD Holanda (1.35 km); HostingPlus Chile (1.47 km),https://www.datacentermap.com/visit/datacenter/internexa-chile/,https://www.datacentermap.com/chile/santiago/internexa-chile/,https://www.datacenters.com/providers/internexa,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",Med,False,2026-08-09T15:51:18Z,https://www.datacentermap.com/chile/santiago/internexa-chile/,"Operator HQ: Medellín, Colombia. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Latincloud Santiago,,Latincloud,,Chile,Santiago,Las Condes,Av. El Bosque Sur 90,,True,True,True,True,True,True,,Yes,IFX Elbosque (0 km); IPXON Santiago (0 km); GTD Holanda (0.49 km); Databyte Santiago (0.86 km); InterNexa Santiago (1.53 km),https://www.datacentermap.com/visit/datacenter/nxnet-chile/,https://www.datacentermap.com/chile/santiago/nxnet-chile/,,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:52:01Z,https://www.datacentermap.com/chile/santiago/nxnet-chile/,"Operator HQ: Buenos Aires, Argentina. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med."
NextStream Apoquindo,,NextStream,,Chile,Santiago,0 Las Condes,Av. Apoquindo 7071,,False,True,True,False,False,False,,Yes,IFX Elbosque (4.08 km); Latincloud Santiago (4.08 km); IPXON Santiago (4.08 km); Databyte Santiago (4.33 km); GTD Holanda (4.57 km),https://www.datacentermap.com/visit/datacenter/nextstream-apoquindo/,https://www.datacentermap.com/chile/santiago/nextstream-apoquindo/,https://www.datacenters.com/providers/nextstream,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:51:47Z,https://www.datacentermap.com/chile/santiago/nextstream-apoquindo/,"Operator HQ: London, United Kingdom. Services offered: Suites, Footprints, Private Cabinets, Partial Cabinets. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
NextStream San Martin,,NextStream,,Chile,Santiago,6 Santiago,San Martín 48,,False,True,True,False,False,False,,Yes,Equinix ST3 (0.17 km); GTD Huerfanos (0.66 km); Sonda Teatinos (0.68 km); GTD Moneda (0.78 km); IFX Phillips (1.05 km),https://www.datacentermap.com/visit/datacenter/nextstream-san-martin/,https://www.datacentermap.com/chile/santiago/nextstream-san-martin/,https://www.datacenters.com/providers/nextstream,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:51:54Z,https://www.datacentermap.com/chile/santiago/nextstream-san-martin/,"Operator HQ: London, United Kingdom. Services offered: Suites, Footprints, Private Cabinets, Partial Cabinets. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
